"lw","s","iq","expr","tenure","rns","smsa","year","med","kww","age","mrt"
6.35799980163574,17,125,2.35800004005432,6,0,1,"y73",13,41,26,1
6.13600015640259,18,128,0.897000014781952,5,0,1,"y73",16,35,28,0
5.92700004577637,12,103,6.76800012588501,1,0,1,"y71",8,40,25,1
6.21500015258789,14,98,2.37800002098083,3,0,1,"y66",12,41,21,0
5.52099990844727,13,108,0,1,0,1,"y66",12,41,18,0
6.01599979400635,18,129,0,1,0,0,"y69",18,40,27,0
6.35799980163574,16,132,1.47500002384186,2,0,1,"y73",17,42,24,1
5.52099990844727,13,92,0,2,0,1,"y68",8,24,19,0
6.14799976348877,13,106,0,1,0,1,"y69",15,35,20,1
5.85799980163574,16,105,2.26900005340576,0,0,1,"y73",13,37,21,1
6.32399988174438,17,123,0,3,0,1,"y69",12,46,25,1
5.75299978256226,12,108,6.33300018310547,2,0,1,"y66",8,48,24,1
6.23600006103516,16,122,0.469999998807907,1,0,1,"y70",12,47,23,0
5.99100017547607,12,109,1.71200001239777,1,0,1,"y66",12,44,24,1
5.62799978256226,12,100,0,3,0,1,"y68",10,40,26,1
6.09100008010864,18,125,0.795000016689301,1,0,1,"y69",14,50,23,1
6.10900020599365,14,122,1.86899995803833,7,0,1,"y73",12,41,27,0
5.44199991226196,16,105,0,2,0,1,"y71",12,34,21,1
5.55299997329712,16,94,0.423000007867813,1,0,1,"y69",12,37,22,0
5.61700010299683,12,102,2.16700005531311,3,0,1,"y66",12,36,20,1
6.17600011825562,12,109,6.53299999237061,4,0,1,"y73",12,47,30,0
5.7039999961853,12,105,8.10099983215332,2,0,1,"y66",12,45,24,1
5.54500007629395,18,134,0.906000018119812,1,1,1,"y71",12,46,28,1
5.38399982452393,12,108,0.922999978065491,0,0,1,"y68",12,32,17,0
5.88899993896484,16,104,2.44199991226196,1,0,1,"y73",12,36,22,1
5.16499996185303,12,112,0.462000012397766,1,0,1,"y69",12,35,18,1
5.62799978256226,18,120,0,3,0,1,"y71",11,49,23,0
5.33799982070923,16,124,1.18900001049042,1,0,1,"y71",17,40,22,0
5.30800008773804,12,103,0.462000012397766,1,1,1,"y68",12,34,17,0
5.74599981307983,16,115,0,0,0,1,"y73",12,45,22,0
5.57200002670288,12,96,3.33299994468689,1,0,1,"y66",6,33,21,1
5.62400007247925,17,123,0.88400000333786,4,0,1,"y70",12,48,26,1
5.16499996185303,12,98,0.377999991178513,3,0,1,"y68",12,34,17,0
5.63500022888184,12,96,4.33300018310547,1,0,1,"y66",12,34,21,1
5.85799980163574,12,89,5,5,0,1,"y67",12,47,25,1
5.23600006103516,12,93,0.374000012874603,1,0,1,"y70",9,20,18,0
5.52099990844727,12,82,1.91600000858307,1,0,1,"y66",12,32,19,0
6.55100011825562,15,120,1.37800002098083,2,0,1,"y69",12,45,27,1
6.06400012969971,12,122,5.32399988174438,6,0,1,"y71",12,38,23,1
6.72900009155273,18,117,1.46700000762939,2,0,1,"y73",12,48,25,1
6.38899993896484,16,109,1.61899995803833,5,0,1,"y73",8,44,28,1
6.35799980163574,17,114,1.46200001239777,1,1,1,"y69",12,55,27,1
6.22499990463257,16,126,0.551999986171722,1,0,1,"y70",12,40,21,1
5.2979998588562,12,82,0,3,0,1,"y68",11,45,21,0
5.96600008010864,16,119,0.941999971866608,1,0,1,"y69",12,45,21,0
5.89699983596802,16,104,0,1,0,1,"y68",12,37,23,1
5.58300018310547,12,97,3.46099996566772,1,0,1,"y66",12,45,22,1
5.52099990844727,14,105,0.221000000834465,1,0,1,"y71",14,27,22,0
5.76200008392334,12,100,2.25,1,0,1,"y68",7,32,18,0
5.37099981307983,12,114,0,1,0,1,"y67",12,41,18,1
5.74300003051758,11,96,1.58299994468689,2,0,1,"y66",8,48,23,1
6.35799980163574,15,113,2.68199992179871,1,0,1,"y73",12,30,21,0
5.48099994659424,10,106,3.33299994468689,1,0,1,"y66",14,38,22,0
5.74300003051758,13,104,0.128000006079674,4,0,1,"y69",8,37,21,1
6.10900020599365,12,104,0,0,0,1,"y73",12,30,22,0
5.2979998588562,12,122,0.381000012159348,1,0,1,"y70",16,36,20,0
5.41599988937378,12,96,0,3,0,1,"y66",12,38,20,0
5.84600019454956,15,95,2.30800008773804,0,0,1,"y69",16,51,25,0
5.82299995422363,12,105,0,1,0,1,"y69",16,24,20,0
6.68499994277954,17,91,1.17799997329712,2,0,1,"y73",12,41,25,1
5.4210000038147,16,96,0.753000020980835,1,0,1,"y71",12,37,22,1
5.37099981307983,14,111,0.377999991178513,1,0,1,"y68",9,44,19,0
5.52099990844727,14,110,0,1,0,1,"y68",9,35,19,0
5.99100017547607,16,97,4.53299999237061,0,0,1,"y73",9,37,21,0
6.60900020599365,17,125,0,4,0,1,"y73",8,44,27,0
5.73000001907349,12,91,0,3,0,0,"y66",9,39,22,0
5.69999980926514,11,86,3.2590000629425,1,0,0,"y66",8,28,23,0
5.50500011444092,12,110,3.33299994468689,2,0,1,"y66",9,32,21,1
5.55700016021729,14,92,2.33299994468689,1,0,0,"y66",12,47,22,1
5.37099981307983,10,85,1.37800002098083,2,0,0,"y66",9,41,24,1
6.43800020217896,17,120,0.358000010251999,1,0,0,"y73",8,36,26,1
6.30999994277954,12,106,6.88600015640259,0,0,1,"y73",12,42,25,1
5.73000001907349,16,112,0.236000001430511,1,0,0,"y70",12,41,21,0
6.15299987792969,10,91,0,1,0,1,"y66",10,39,24,1
5.99100017547607,12,90,2.64499998092651,3,0,1,"y66",10,42,24,1
5.07499980926514,12,113,0.096000000834465,1,0,0,"y68",12,27,17,0
5.82299995422363,12,111,0,2,0,1,"y66",12,51,24,1
5.19799995422363,12,111,2.37800002098083,1,0,1,"y67",12,30,20,0
5.01100015640259,12,106,0.451999992132187,1,0,1,"y70",8,32,18,0
5.16499996185303,12,98,0.231000006198883,1,0,0,"y68",12,28,18,0
5.49700021743774,12,105,0,1,0,0,"y68",12,28,18,0
5.60200023651123,10,105,0.977999985218048,1,0,0,"y66",10,29,19,1
6.18200016021729,13,118,0,4,0,1,"y70",12,44,22,1
5.81699991226196,12,90,4.66699981689453,5,0,1,"y66",12,38,22,1
5.05600023269653,12,95,0.981000006198883,3,0,1,"y67",9,34,19,0
6.05900001525879,13,112,0.41100001335144,3,0,1,"y71",12,24,20,1
5.99100017547607,12,120,0.402999997138977,2,0,1,"y71",12,39,23,1
5.16499996185303,12,123,0.377999991178513,1,0,1,"y68",12,41,17,0
6.05900001525879,12,103,0.782000005245209,1,0,1,"y70",16,32,20,0
6.43800020217896,18,121,0.896000027656555,1,0,1,"y70",16,40,25,1
6.06799983978271,16,90,0,4,0,1,"y68",12,44,26,1
5.56099987030029,12,125,2.65199995040894,1,0,1,"y71",12,32,20,0
6.32399988174438,18,109,3.18600010871887,0,0,1,"y73",9,34,24,0
6.07499980926514,16,128,0.404000014066696,1,1,1,"y68",10,46,21,0
5.82000017166138,12,97,0.333000004291534,1,0,1,"y66",12,35,17,0
5.2979998588562,12,96,0,1,0,1,"y66",12,35,19,1
5.36600017547607,12,97,0.768999993801117,1,0,1,"y68",12,44,16,0
6.33300018310547,12,112,4.9850001335144,1,0,1,"y71",7,39,25,1
5.25699996948242,12,88,4,1,0,1,"y66",2,32,24,1
5.85799980163574,12,97,1.14199995994568,2,0,1,"y66",14,39,22,1
5.52099990844727,12,101,0,2,0,1,"y66",6,41,22,1
5.43800020217896,10,106,5.33300018310547,1,0,1,"y67",7,42,21,1
5.2979998588562,10,59,6.32100009918213,0,0,1,"y73",8,28,26,0
6.23400020599365,18,105,0.372000008821487,6,0,1,"y73",12,54,26,1
5.56500005722046,16,119,0,1,0,1,"y70",12,30,21,0
5.61700010299683,11,93,4.40299987792969,3,0,1,"y67",8,36,24,0
5.56099987030029,12,82,4.71700000762939,5,0,1,"y66",12,38,22,1
6.07100009918213,18,134,0,1,0,1,"y71",16,45,25,0
6.21500015258789,12,84,0.395000010728836,1,0,1,"y70",8,29,20,0
5.7039999961853,11,98,2.96199989318848,3,0,1,"y69",12,36,20,0
5.6560001373291,16,118,4.05700016021729,1,0,1,"y73",13,41,22,0
5.83799982070923,17,113,3.71199989318848,2,0,1,"y73",12,50,25,1
5.2979998588562,12,100,1.30799996852875,1,0,1,"y70",9,18,18,0
5.48899984359741,12,93,0,2,0,1,"y69",12,27,18,0
6.02799987792969,16,119,0,1,1,1,"y71",12,30,23,1
5.52099990844727,14,106,0.388999998569489,2,0,1,"y70",12,38,22,0
6.76300001144409,17,127,2.37800002098083,6,0,1,"y73",10,49,28,0
6.21500015258789,15,113,0.731000006198883,1,0,1,"y68",12,35,21,0
5.83799982070923,13,115,0.395000010728836,1,0,1,"y70",12,36,19,0
6.29699993133545,16,102,1.00499999523163,3,0,1,"y73",12,40,23,0
6.125,16,117,0.462000012397766,1,0,1,"y69",12,51,21,1
5.63500022888184,16,125,0.204999998211861,0,0,1,"y73",10,34,20,0
5.83799982070923,16,118,2.16700005531311,3,0,1,"y66",8,47,23,1
6.64499998092651,18,121,4.97100019454956,1,0,1,"y71",12,40,29,1
6.35799980163574,17,115,0,4,0,1,"y68",12,51,26,1
6.28000020980835,13,120,2.46199989318848,7,0,1,"y71",12,44,27,1
5.86899995803833,12,109,5.13100004196167,4,0,1,"y69",11,43,24,1
5.16499996185303,12,109,0,1,0,1,"y67",12,28,17,0
6.11999988555908,12,85,10.0769996643066,2,0,0,"y71",12,50,29,1
5.6729998588562,14,106,1.53799998760223,2,0,1,"y73",11,32,21,0
5.01100015640259,12,101,0.377999991178513,1,0,1,"y67",10,30,17,1
5.52899980545044,12,116,0,1,0,1,"y67",12,40,17,0
4.94199991226196,12,91,0.962000012397766,1,0,1,"y67",7,24,18,0
4.91300010681152,12,91,0.333000004291534,3,0,1,"y66",11,28,20,0
5.41599988937378,9,110,0,1,0,1,"y66",7,34,20,0
5.16499996185303,12,75,6.69999980926514,0,0,1,"y73",7,33,24,1
5.07499980926514,12,94,0.96399998664856,1,0,1,"y71",12,17,20,0
6.02099990844727,13,109,1.58399999141693,1,1,1,"y71",12,27,20,0
5.70699977874756,16,122,0.874000012874603,1,0,0,"y71",8,38,22,1
5.2979998588562,12,102,0,2,0,1,"y71",11,26,23,0
5.58300018310547,14,122,2.68899989128113,1,0,1,"y70",8,38,23,1
5.58699989318848,12,105,4.37799978256226,2,0,1,"y66",10,38,23,1
5.49300003051758,12,113,2,2,0,1,"y66",9,37,22,0
5.87200021743774,12,104,3.93199992179871,0,0,1,"y73",8,34,22,1
6.17600011825562,16,124,0.377000004053116,6,0,1,"y73",9,43,26,1
5.19299983978271,12,110,1.21800005435944,1,0,0,"y67",12,31,19,0
5.52099990844727,12,95,1.83299994468689,1,0,1,"y66",12,37,19,0
6.125,16,120,1.42200005054474,2,0,0,"y73",18,39,24,1
5.26300001144409,12,105,4.96400022506714,1,0,0,"y66",12,39,24,0
5.88899993896484,16,121,0.48199999332428,0,0,0,"y73",12,30,20,0
6.58599996566772,12,96,0,7,0,1,"y70",8,42,26,1
5.52899980545044,12,110,2.13599991798401,1,0,0,"y66",9,26,18,0
5.16499996185303,12,92,0,1,0,0,"y67",12,32,18,0
6.07100009918213,12,98,7.99100017547607,4,0,1,"y71",9,34,29,1
5.75899982452393,15,109,0.846000015735626,1,0,1,"y67",11,43,23,1
5.99900007247925,17,118,0.331000000238419,1,0,1,"y67",11,44,23,0
5.87200021743774,16,97,0,3,0,1,"y69",14,42,23,1
6.09100008010864,17,95,0,2,0,1,"y71",16,42,28,1
6.17600011825562,12,99,1.86600005626678,3,0,1,"y73",10,40,26,1
5.54099988937378,12,106,0.377999991178513,1,0,0,"y68",10,31,18,1
5.46000003814697,12,117,0.962000012397766,1,0,1,"y68",12,33,18,0
5.52099990844727,12,90,6.37799978256226,7,0,0,"y66",12,47,23,1
5.20900011062622,12,95,4.5,1,0,1,"y66",12,44,21,0
5.45499992370605,12,115,1.33299994468689,1,0,1,"y66",12,43,18,0
5.63500022888184,14,106,1.50300002098083,5,0,1,"y71",12,40,22,0
5.2979998588562,12,114,0,1,0,0,"y68",8,26,18,0
5.79300022125244,12,92,0.717000007629395,2,0,0,"y70",12,34,20,0
6.30600023269653,16,119,1.70799994468689,2,0,0,"y73",13,36,23,1
4.92700004577637,13,85,0.677999973297119,1,0,0,"y70",13,32,20,0
5.85799980163574,16,98,0.36599999666214,1,0,0,"y71",12,34,21,0
5.58699989318848,12,114,1.45799994468689,3,0,0,"y73",12,30,20,1
5.01100015640259,18,84,0.377999991178513,1,0,0,"y66",8,42,23,1
5.15299987792969,13,108,0.333000004291534,1,0,0,"y66",16,42,19,1
5.40299987792969,12,107,4.06699991226196,1,0,0,"y67",8,32,20,1
5.45100021362305,12,84,3.21199989318848,3,0,0,"y66",16,35,24,1
5.16499996185303,12,86,0.377999991178513,2,0,0,"y69",10,22,18,1
5.54099988937378,12,88,3.37800002098083,4,0,0,"y66",10,27,21,0
6.13600015640259,16,117,0.875999987125397,1,0,1,"y70",12,45,23,1
6.19199991226196,16,110,5.76800012588501,2,0,1,"y73",12,42,22,0
6.61999988555908,12,104,4.89799976348877,1,0,1,"y71",9,32,24,1
5.67000007629395,13,110,0,3,0,1,"y70",9,26,19,0
5.95100021362305,16,99,3.12100005149841,1,0,1,"y73",11,33,22,1
5.67000007629395,12,117,0,1,0,1,"y70",12,31,18,0
5.71000003814697,16,85,0,1,0,0,"y71",8,39,23,1
5.84600019454956,16,114,4.19099998474121,0,0,0,"y73",11,36,21,1
5.69000005722046,15,107,0,5,0,0,"y73",12,30,21,1
6.40199995040894,18,117,0.628000020980835,1,0,1,"y69",12,41,26,1
6.64499998092651,18,112,2.3970000743866,3,0,1,"y73",16,47,30,1
6.42199993133545,18,106,1.01300001144409,1,0,1,"y71",14,46,28,1
5.84600019454956,14,116,0,1,0,1,"y70",12,38,21,0
5.95300006866455,14,123,0,3,0,1,"y70",8,44,21,0
6.07100009918213,16,118,0.377999991178513,1,0,1,"y68",8,40,21,0
6.5,12,103,0,1,0,1,"y69",12,29,23,1
5.64900016784668,12,114,5.33300018310547,2,0,1,"y66",8,40,23,1
5.09999990463257,12,102,4.27299976348877,5,0,1,"y66",12,36,21,1
5.59800004959106,12,104,4.73299980163574,1,0,1,"y66",6,36,22,0
5.56099987030029,14,112,0.377999991178513,1,0,1,"y66",14,43,19,0
5.69399976730347,12,107,0.345999985933304,1,0,1,"y68",12,39,18,0
5.87200021743774,13,117,4.93300008773804,3,0,1,"y71",12,36,25,1
5.2979998588562,12,96,0,2,0,1,"y66",12,42,19,1
5.91400003433228,12,97,0.354000002145767,1,0,1,"y69",8,27,18,0
5.39400005340576,10,99,2.62800002098083,1,0,1,"y69",8,29,19,0
5.78399991989136,14,126,0.906000018119812,3,0,1,"y70",8,44,21,0
5.88600015640259,17,109,0.981000006198883,1,0,1,"y67",12,49,25,0
4.94199991226196,16,119,0.0579999983310699,0,0,1,"y68",12,48,21,0
5.85799980163574,16,102,3.14299988746643,1,0,1,"y73",12,38,21,1
5.35200023651123,17,105,0,1,0,1,"y66",9,45,24,0
5.66599988937378,16,117,0,1,0,1,"y71",12,40,20,0
5.93499994277954,16,112,3.25,4,0,1,"y66",12,40,24,0
5.35699987411499,10,89,0,0,0,1,"y67",8,28,16,0
5.75899982452393,12,131,0,1,0,1,"y70",12,39,18,0
6.29699993133545,16,114,0.815999984741211,0,0,1,"y73",16,28,20,1
5.73699998855591,12,98,4.71199989318848,6,0,1,"y66",10,35,23,0
6.03999996185303,13,125,1.36099994182587,2,0,1,"y71",12,30,20,0
5.83799982070923,16,100,2.37800002098083,1,0,1,"y69",10,38,25,0
5.61700010299683,12,113,0,4,0,1,"y70",8,26,18,0
5.66300010681152,16,102,1,1,0,1,"y68",10,46,23,0
5.43800020217896,18,82,0.377999991178513,5,0,1,"y73",12,33,23,0
5.65199995040894,14,112,1.57500004768372,2,0,1,"y66",12,47,21,1
5.40299987792969,16,111,0,0,1,1,"y73",8,38,23,0
5.2979998588562,13,96,0,1,0,1,"y69",11,24,19,0
5.69399976730347,16,127,1.33299994468689,1,0,1,"y66",16,48,23,0
6.21500015258789,14,97,1,1,0,1,"y67",8,47,24,0
6.61999988555908,14,120,0.795000016689301,2,0,1,"y69",12,50,25,1
5.99100017547607,16,101,0.397000014781952,2,0,1,"y73",16,41,27,0
5.81099987030029,14,120,3.33299994468689,2,0,1,"y66",12,40,23,0
5.82000017166138,12,110,1.33299994468689,3,0,1,"y66",5,23,18,0
4.82800006866455,9,94,0,1,0,1,"y67",5,35,17,0
6.29199981689453,16,120,2.26099991798401,5,0,1,"y70",17,50,27,1
5.66300010681152,12,108,5.37799978256226,7,0,1,"y66",8,45,22,1
5.84600019454956,9,103,3.58299994468689,1,0,1,"y66",11,31,19,0
6.01599979400635,12,106,1,6,0,1,"y67",11,36,22,1
6.49200010299683,16,119,0.377999991178513,10,0,1,"y73",12,37,29,0
5.85799980163574,12,87,7.28200006484985,1,0,1,"y71",8,33,27,1
5.46400022506714,16,121,0,1,0,1,"y68",11,49,22,1
5.42500019073486,12,112,0,1,0,1,"y70",12,33,20,0
6.08199977874756,12,103,0,7,0,1,"y71",12,36,27,1
5.84600019454956,16,99,1.33299994468689,1,0,1,"y66",16,48,23,1
5.75899982452393,14,101,1.37800002098083,3,0,1,"y66",12,40,23,1
5.74900007247925,13,109,0.377999991178513,3,0,1,"y69",8,41,25,1
5.83500003814697,12,73,0,1,0,1,"y68",12,46,19,0
5.78399991989136,16,116,0.310999989509583,1,0,1,"y70",16,27,21,1
5.14200019836426,12,98,0,1,0,1,"y69",12,42,18,0
5.2979998588562,13,104,0.328000009059906,1,1,1,"y70",14,43,20,0
4.92000007629395,12,78,0,0,0,1,"y68",12,29,19,0
5.2979998588562,11,85,2.12800002098083,1,0,1,"y66",12,39,20,1
5.38000011444092,12,104,0.453000009059906,1,0,1,"y68",12,25,17,0
5.75899982452393,12,109,6.37799978256226,8,0,1,"y66",8,48,23,1
5.48099994659424,13,96,0,1,0,1,"y69",10,33,19,0
5.39400005340576,12,90,4.33300018310547,4,0,1,"y66",12,32,23,1
6.15299987792969,15,103,1.46200001239777,2,0,1,"y73",12,29,24,1
5.93499994277954,16,106,0.333000004291534,1,0,1,"y68",14,41,21,1
6.10500001907349,16,96,4.2350001335144,0,0,1,"y73",14,32,22,1
5.2979998588562,12,114,0.492000013589859,2,0,1,"y70",8,39,20,1
4.78700017929077,10,86,0.333000004291534,1,0,1,"y66",9,33,17,0
6.05200004577637,16,110,1.75300002098083,0,1,1,"y73",13,38,24,1
5.85200023651123,12,87,4.29500007629395,7,0,1,"y66",12,41,24,1
5.2979998588562,12,89,0,2,0,1,"y69",13,31,17,0
5.74300003051758,12,106,1.76900005340576,1,0,1,"y67",8,40,18,1
5.47599983215332,12,100,0.910000026226044,1,0,1,"y67",5,43,19,0
5.85799980163574,12,111,4.42799997329712,1,0,1,"y67",16,38,21,1
5.92700004577637,12,100,3.51500010490417,4,0,1,"y66",12,40,23,1
5.66300010681152,12,114,3.37800002098083,4,0,1,"y67",12,38,20,1
6.03299999237061,18,98,0,0,0,1,"y73",13,45,26,1
5.85799980163574,11,89,0.795000016689301,1,0,1,"y68",9,24,18,0
5.2979998588562,10,74,0.462000012397766,1,0,1,"y67",11,23,17,1
5.7039999961853,13,130,2.79500007629395,3,0,0,"y68",11,29,26,1
6.16499996185303,16,108,0.365000009536743,1,0,1,"y71",12,51,27,1
5.38899993896484,12,98,2.33299994468689,2,0,0,"y66",10,31,19,1
5.95300006866455,16,125,0.368999987840652,1,0,1,"y71",16,27,21,0
5.76200008392334,16,104,0,1,0,1,"y73",12,29,21,1
5.55700016021729,12,98,3,0,0,1,"y69",8,33,19,0
6.03299999237061,15,104,0,3,0,0,"y73",11,37,25,1
5.52099990844727,12,120,4.61700010299683,5,0,1,"y66",8,33,22,0
5.2979998588562,12,134,0,1,0,1,"y67",8,38,17,0
5.375,9,92,4.25,4,0,1,"y66",8,28,20,1
5.86600017547607,16,129,4.5479998588562,2,0,0,"y73",13,34,22,1
6.19199991226196,13,118,0,7,0,0,"y71",12,42,27,1
5.82000017166138,12,107,0.377999991178513,1,0,0,"y69",12,37,17,0
5.60599994659424,12,92,5.46099996566772,1,0,1,"y66",12,37,24,1
4.82800006866455,16,118,0.377999991178513,0,0,1,"y73",16,33,21,0
6.05200004577637,17,108,0.669000029563904,0,0,1,"y73",12,38,23,1
5.20900011062622,12,119,5.33300018310547,1,0,0,"y66",12,42,22,1
5.50099992752075,12,109,0.414000004529953,1,0,0,"y69",8,29,18,0
5.90799999237061,12,91,9.08600044250488,1,0,0,"y71",8,41,27,1
5.2979998588562,14,118,0,1,0,0,"y69",12,38,19,0
5.37099981307983,13,119,0,1,0,0,"y68",14,37,18,0
6.15899991989136,13,103,1.31400001049042,1,0,0,"y68",14,33,19,0
5.92700004577637,16,120,0,0,0,0,"y73",12,25,20,1
5.0939998626709,16,122,0,1,0,1,"y67",8,40,21,1
5.2979998588562,12,119,0.423000007867813,2,0,0,"y69",8,35,17,0
6.43800020217896,11,104,7.31799983978271,6,0,0,"y71",9,37,29,1
5.40299987792969,10,96,0.736999988555908,0,0,0,"y69",8,22,18,0
5.41599988937378,12,83,2.91400003433228,4,0,0,"y67",8,36,21,1
5.76800012588501,12,88,0.462000012397766,0,0,0,"y69",10,27,18,0
5.2979998588562,12,96,2.99499988555908,4,0,0,"y66",8,43,22,0
6.00899982452393,17,123,1.83299994468689,2,0,1,"y66",12,42,24,1
5.01100015640259,12,108,2.33299994468689,1,0,1,"y66",11,43,20,1
6.32299995422363,16,116,2.5,1,0,1,"y73",12,35,21,0
5.96600008010864,18,109,0.907999992370605,1,0,0,"y68",16,45,24,1
4.94199991226196,12,97,2.56800007820129,1,0,1,"y71",12,39,22,0
5.01100015640259,12,107,1,2,0,0,"y69",12,34,17,0
5.89400005340576,12,95,8.02700042724609,2,0,0,"y71",12,27,26,1
5.73999977111816,14,109,1.38399994373322,2,0,1,"y73",15,31,22,1
5.76800012588501,12,104,1.89999997615814,3,0,0,"y66",12,36,19,1
5.7039999961853,12,110,1.66700005531311,2,0,0,"y66",12,37,24,1
6.17600011825562,13,94,4.08799982070923,1,0,1,"y71",13,40,27,0
5.90000009536743,12,103,2.41599988937378,2,0,0,"y66",8,38,23,1
5.72700023651123,12,123,0,1,0,1,"y66",8,45,18,0
5.2979998588562,12,113,0.377999991178513,1,0,0,"y68",6,33,19,0
5.13600015640259,13,100,0,1,0,0,"y70",12,31,20,0
4.97700023651123,12,95,0,1,0,0,"y66",12,39,17,0
5.27299976348877,12,100,3.83100008964539,5,0,0,"y66",8,34,22,1
5.67000007629395,13,108,3.72499990463257,4,0,1,"y66",15,39,23,1
5.36100006103516,12,101,0.768999993801117,1,0,1,"y67",12,47,24,1
5.2979998588562,12,90,2.25,2,0,1,"y66",12,43,21,0
5.73699998855591,12,115,2.94000005722046,4,0,1,"y66",8,41,21,1
5.36100006103516,13,84,0.497000008821487,1,0,1,"y70",11,33,19,0
5.57200002670288,14,125,0,2,0,1,"y67",12,44,24,1
6.22900009155273,12,107,6.33300018310547,5,0,1,"y66",11,42,24,1
5.85799980163574,13,129,0,1,0,1,"y68",8,33,20,0
5.92700004577637,12,98,1.69200003147125,1,0,1,"y69",12,40,19,0
5.68400001525879,12,108,5.19000005722046,6,0,1,"y66",8,41,24,0
6.20499992370605,16,114,0.779999971389771,1,1,1,"y73",2,37,22,1
5.66300010681152,16,111,0,1,0,0,"y71",12,37,25,1
5.2979998588562,12,101,0.981000006198883,1,0,0,"y71",12,29,19,0
4.94899988174438,12,99,3.08299994468689,1,0,0,"y66",12,25,20,0
5.10599994659424,11,75,1.19200003147125,1,0,0,"y68",12,24,18,0
5.78700017929077,12,91,0,1,0,0,"y66",6,29,24,0
5.47200012207031,16,113,0,1,0,0,"y68",12,38,21,1
5.50099992752075,12,120,8.44400024414062,1,0,0,"y71",8,34,26,1
5.52099990844727,13,98,0.368999987840652,1,0,1,"y70",12,32,19,0
6.09800004959106,16,107,0.458000004291534,2,0,1,"y70",16,31,23,1
6.21500015258789,18,121,0.38400000333786,5,0,1,"y73",12,39,24,1
5.66300010681152,15,134,0,1,0,1,"y67",12,42,22,0
6.29699993133545,16,120,0.75,1,0,1,"y73",12,38,21,0
5.61700010299683,15,105,1.01999998092651,1,0,1,"y70",12,36,22,0
6.30100011825562,12,121,0,3,0,1,"y73",10,40,26,1
5.82299995422363,16,113,0.462999999523163,1,0,1,"y71",12,29,21,1
5.78399991989136,12,106,0,1,0,1,"y71",12,37,20,1
6.60300016403198,18,104,1.40799999237061,5,0,1,"y73",9,41,27,1
5.61700010299683,11,80,0,1,0,1,"y66",10,23,19,0
5.78399991989136,12,117,1,1,0,1,"y67",10,28,17,0
5.71400022506714,16,126,1.38499999046326,1,0,1,"y73",12,42,20,0
5.57999992370605,12,112,4.96099996566772,1,0,1,"y66",10,42,22,0
5.76200008392334,12,83,3.15599989891052,1,0,1,"y70",6,20,22,0
4.82800006866455,10,84,0,1,0,1,"y67",6,13,19,0
5.98899984359741,12,109,0.377999991178513,1,0,1,"y67",12,32,18,0
6.13100004196167,14,111,0,0,0,1,"y73",12,25,21,0
5.54899978637695,12,94,6.46199989318848,1,0,0,"y66",12,33,23,1
5.7039999961853,12,96,0,1,0,0,"y67",12,32,17,0
5.72399997711182,13,101,0.672999978065491,1,0,0,"y69",12,33,19,0
5.86899995803833,11,90,0,1,0,1,"y68",12,35,18,1
6.22499990463257,16,120,3.37800002098083,4,0,1,"y67",12,48,24,1
6.06599998474121,16,120,2.23099994659424,0,0,1,"y73",12,38,21,0
5.73699998855591,12,108,2.37800002098083,3,0,1,"y66",8,29,19,1
