"snum","dnum","stype","pw","fpc","api00","api99","ell","meals","mobility","enroll","api.stu","acs.k3","comp.imp","sch.wide"
2943,255,"E",33.846996307373,757,814,762,11,19,10,466,431,23,"Yes",1
2944,255,"E",33.846996307373,757,806,785,27,16,13,516,448,22,"Yes",1
2945,255,"E",33.846996307373,757,715,682,27,34,15,489,439,23,"Yes",1
2946,255,"E",33.846996307373,757,785,779,8,26,15,300,256,24,"No",1
2947,255,"M",33.846996307373,757,720,700,12,33,12,728,618,NA,"Yes",1
2948,255,"E",33.846996307373,757,905,890,12,9,20,512,410,23,"Yes",1
2949,255,"M",33.846996307373,757,617,591,27,45,14,972,792,NA,"Yes",1
2950,255,"E",33.846996307373,757,630,599,22,53,20,619,512,23,"Yes",1
2951,255,"E",33.846996307373,757,629,615,26,52,18,562,444,23,"Yes",1
2952,255,"E",33.846996307373,757,696,648,35,52,14,358,314,24,"Yes",1
2953,255,"E",33.846996307373,757,476,454,70,89,17,626,540,23,"Yes",1
2954,255,"E",33.846996307373,757,757,750,12,18,25,396,307,22,"No",1
2955,255,"E",33.846996307373,757,825,802,26,10,21,571,454,23,"Yes",1
2956,255,"E",33.846996307373,757,595,534,42,69,13,715,619,24,"Yes",1
2957,255,"E",33.846996307373,757,552,553,46,66,21,345,263,24,"No",0
2958,255,"M",33.846996307373,757,847,827,5,10,9,850,726,NA,"Yes",1
3334,568,"H",33.846996307373,757,714,696,0,21,10,258,222,NA,"Yes",1
3335,568,"H",33.846996307373,757,724,715,1,33,19,170,134,NA,"No",1
3336,568,"H",33.846996307373,757,687,687,2,21,10,210,184,NA,"No",0
3337,568,"H",33.846996307373,757,723,693,1,25,5,467,419,NA,"Yes",1
3338,568,"E",33.846996307373,757,662,601,0,68,9,117,106,21,"Yes",1
3339,568,"E",33.846996307373,757,699,730,1,35,12,196,177,18,"No",0
3340,568,"E",33.846996307373,757,807,805,0,41,17,205,175,16,"No",1
3341,568,"M",33.846996307373,757,679,662,0,35,14,233,187,NA,"No",1
3342,568,"E",33.846996307373,757,691,664,6,41,14,324,273,19,"Yes",1
4291,135,"E",33.846996307373,757,622,609,32,65,14,370,315,20,"Yes",1
4292,135,"E",33.846996307373,757,754,748,25,25,18,309,269,20,"No",1
4293,135,"E",33.846996307373,757,655,632,44,65,21,414,357,20,"Yes",1
4294,135,"E",33.846996307373,757,764,664,13,29,23,303,215,20,"Yes",1
4295,135,"E",33.846996307373,757,795,758,14,26,23,407,353,19,"Yes",1
4296,135,"E",33.846996307373,757,505,452,59,75,27,504,412,19,"Yes",1
4297,135,"E",33.846996307373,757,638,632,16,49,18,371,310,19,"No",0
4298,135,"E",33.846996307373,757,733,688,18,36,12,374,338,20,"Yes",1
4299,135,"E",33.846996307373,757,523,441,52,74,23,631,519,19,"Yes",1
4300,135,"E",33.846996307373,757,511,480,61,79,38,432,363,20,"Yes",1
4301,135,"E",33.846996307373,757,710,692,18,36,16,299,277,19,"No",1
4302,135,"E",33.846996307373,757,657,579,36,67,17,500,431,19,"Yes",1
4303,135,"E",33.846996307373,757,602,586,37,68,19,499,420,19,"No",1
4304,135,"E",33.846996307373,757,490,431,54,71,25,748,592,23,"Yes",1
4305,135,"E",33.846996307373,757,664,669,32,54,13,356,313,20,"No",0
4306,135,"E",33.846996307373,757,651,621,26,51,14,302,265,20,"Yes",1
4307,135,"E",33.846996307373,757,603,520,54,71,19,594,480,19,"Yes",1
4308,135,"E",33.846996307373,757,698,680,18,44,21,527,432,19,"Yes",1
4309,135,"E",33.846996307373,757,511,493,46,67,18,446,374,18,"Yes",1
4310,135,"E",33.846996307373,757,814,801,8,12,16,436,379,18,"Yes",1
4311,135,"E",33.846996307373,757,669,658,23,47,19,381,322,18,"No",1
4312,135,"E",33.846996307373,757,711,745,25,30,14,464,407,19,"No",0
4313,135,"E",33.846996307373,757,538,502,48,79,24,462,379,20,"Yes",1
4314,135,"E",33.846996307373,757,705,655,42,46,32,320,231,17,"Yes",1
4315,135,"E",33.846996307373,757,595,555,34,60,21,437,360,19,"Yes",1
4316,135,"E",33.846996307373,757,551,484,50,70,15,295,253,18,"Yes",1
4317,135,"E",33.846996307373,757,762,744,16,18,15,512,457,20,"Yes",1
4318,135,"E",33.846996307373,757,521,473,63,74,15,343,310,19,"Yes",1
4319,135,"E",33.846996307373,757,709,701,16,18,20,404,349,17,"Yes",1
4320,135,"E",33.846996307373,757,780,747,25,15,21,504,428,19,"Yes",1
4321,135,"E",33.846996307373,757,780,769,23,18,17,411,357,19,"Yes",1
4322,135,"E",33.846996307373,757,722,684,21,11,20,637,523,20,"No",1
4323,135,"E",33.846996307373,757,828,806,13,5,11,555,497,19,"Yes",1
4324,135,"E",33.846996307373,757,737,698,21,16,49,491,331,18,"Yes",1
4658,510,"H",33.846996307373,757,595,593,11,48,15,1585,1342,NA,"No",0
4659,510,"H",33.846996307373,757,661,648,7,32,12,1855,1565,NA,"No",1
4660,510,"E",33.846996307373,757,502,413,72,90,16,385,316,21,"Yes",1
4661,510,"M",33.846996307373,757,614,607,19,55,42,1015,784,NA,"No",0
4662,510,"E",33.846996307373,757,585,465,64,83,19,483,407,23,"Yes",1
4663,510,"E",33.846996307373,757,582,512,39,75,29,576,417,23,"Yes",1
4664,510,"M",33.846996307373,757,642,618,21,44,31,1405,1167,NA,"Yes",1
4665,510,"E",33.846996307373,757,536,515,59,86,28,549,447,24,"No",1
4666,510,"E",33.846996307373,757,746,669,8,53,27,352,262,19,"Yes",1
4667,510,"E",33.846996307373,757,667,648,29,44,18,564,491,24,"No",1
4668,510,"E",33.846996307373,757,629,631,26,49,16,540,476,24,"No",0
4669,510,"E",33.846996307373,757,745,637,1,52,26,290,229,22,"Yes",1
4670,510,"E",33.846996307373,757,674,657,20,48,15,523,462,22,"Yes",1
4671,510,"E",33.846996307373,757,637,566,44,58,15,379,314,23,"Yes",1
4672,510,"E",33.846996307373,757,696,662,44,71,29,391,292,24,"Yes",1
4673,510,"E",33.846996307373,757,632,553,32,67,27,403,289,23,"Yes",1
4674,510,"E",33.846996307373,757,639,593,37,58,19,613,538,24,"Yes",1
4675,510,"E",33.846996307373,757,745,710,16,42,21,596,472,23,"Yes",1
4676,510,"E",33.846996307373,757,789,759,8,26,28,520,385,21,"No",1
4677,510,"M",33.846996307373,757,656,615,14,45,27,1573,1350,NA,"Yes",1
4678,510,"E",33.846996307373,757,789,712,1,51,26,371,287,23,"Yes",1
4856,716,"H",33.846996307373,757,517,495,23,40,17,1908,1516,NA,"No",1
4857,716,"H",33.846996307373,757,478,443,25,42,11,2181,1743,NA,"Yes",1
4858,716,"H",33.846996307373,757,582,551,14,36,10,2106,1701,NA,"No",1
4859,716,"E",33.846996307373,757,592,556,33,80,22,532,456,18,"Yes",1
4860,716,"E",33.846996307373,757,587,518,34,90,20,381,321,21,"Yes",1
4861,716,"E",33.846996307373,757,553,490,55,100,23,624,547,19,"Yes",1
4862,716,"E",33.846996307373,757,516,433,35,100,33,704,600,18,"Yes",1
4863,716,"E",33.846996307373,757,535,509,31,78,14,602,544,19,"No",1
4864,716,"E",33.846996307373,757,566,541,49,100,17,686,651,20,"Yes",1
4865,716,"E",33.846996307373,757,481,469,30,91,22,607,540,20,"No",0
4866,716,"E",33.846996307373,757,472,386,39,100,19,209,189,21,"Yes",1
4867,716,"E",33.846996307373,757,559,512,37,100,22,643,582,19,"No",1
4868,716,"E",33.846996307373,757,610,520,34,84,27,331,285,20,"Yes",1
4869,716,"E",33.846996307373,757,599,549,36,80,26,641,584,19,"Yes",1
4870,716,"E",33.846996307373,757,551,531,26,68,24,479,409,20,"No",1
4871,716,"E",33.846996307373,757,554,513,24,84,23,535,449,19,"Yes",1
4872,716,"E",33.846996307373,757,561,550,30,71,23,561,491,19,"No",0
4873,716,"E",33.846996307373,757,505,505,43,89,30,695,640,19,"No",0
4874,716,"E",33.846996307373,757,492,494,42,99,17,426,409,19,"No",0
4875,716,"E",33.846996307373,757,504,451,46,90,19,657,587,20,"Yes",1
4876,716,"E",33.846996307373,757,487,443,26,86,26,300,246,18,"Yes",1
4877,716,"E",33.846996307373,757,627,582,35,86,16,612,551,20,"Yes",1
4878,716,"E",33.846996307373,757,465,440,27,90,21,466,417,21,"Yes",1
4879,716,"E",33.846996307373,757,529,482,28,83,16,352,315,18,"Yes",1
4880,716,"E",33.846996307373,757,625,578,8,59,19,559,469,19,"Yes",1
4881,716,"E",33.846996307373,757,436,415,49,100,19,363,328,19,"No",1
4882,716,"E",33.846996307373,757,542,525,20,76,26,558,490,20,"Yes",1
4883,716,"E",33.846996307373,757,515,526,26,80,31,257,217,19,"No",0
4884,716,"M",33.846996307373,757,461,427,25,65,13,1243,1137,NA,"Yes",1
4885,716,"M",33.846996307373,757,528,499,27,58,10,1260,1092,NA,"Yes",1
4886,716,"M",33.846996307373,757,512,479,23,58,14,1306,1151,NA,"Yes",1
4887,716,"M",33.846996307373,757,508,479,27,53,11,1344,1204,NA,"Yes",1
4888,716,"E",33.846996307373,757,670,650,3,46,5,119,119,17,"Yes",1
4889,716,"E",33.846996307373,757,760,736,6,29,5,818,795,20,"Yes",1
4890,716,"E",33.846996307373,757,652,613,9,37,3,118,118,21,"Yes",1
4891,716,"E",33.846996307373,757,546,452,39,100,16,145,139,16,"Yes",1
4892,716,"E",33.846996307373,757,717,659,21,58,20,486,420,21,"Yes",1
5172,61,"E",33.846996307373,757,701,691,35,35,6,371,345,20,"Yes",1
5173,61,"E",33.846996307373,757,748,718,24,18,4,377,378,20,"Yes",1
5174,61,"E",33.846996307373,757,735,695,20,36,12,265,223,20,"No",1
5175,61,"M",33.846996307373,757,699,701,25,18,9,930,809,NA,"No",0
5176,61,"E",33.846996307373,757,685,668,18,25,11,336,313,19,"Yes",1
5177,61,"E",33.846996307373,757,827,812,25,13,2,448,442,19,"Yes",1
5178,61,"M",33.846996307373,757,711,669,29,22,10,1023,872,NA,"Yes",1
5179,61,"E",33.846996307373,757,677,639,34,26,0,387,384,19,"Yes",1
5180,61,"M",33.846996307373,757,759,764,17,17,10,940,794,NA,"No",0
5181,61,"E",33.846996307373,757,697,668,41,30,10,525,455,20,"Yes",1
5182,61,"E",33.846996307373,757,742,725,56,26,4,427,401,20,"Yes",1
5183,61,"E",33.846996307373,757,691,660,27,19,14,390,344,19,"Yes",1
5184,61,"E",33.846996307373,757,700,635,55,23,16,358,287,20,"Yes",1
5281,413,"E",33.846996307373,757,551,502,38,76,16,274,199,18,"Yes",1
5439,448,"H",33.846996307373,757,703,668,21,24,8,2147,1884,NA,"Yes",1
5440,448,"E",33.846996307373,757,676,644,39,46,7,479,442,21,"Yes",1
5441,448,"E",33.846996307373,757,714,617,25,31,10,441,369,21,"Yes",1
5442,448,"E",33.846996307373,757,842,790,17,18,12,476,412,20,"Yes",1
5443,448,"E",33.846996307373,757,824,801,21,15,10,511,456,21,"Yes",1
5444,448,"E",33.846996307373,757,717,687,26,41,10,385,327,21,"Yes",1
5445,448,"E",33.846996307373,757,836,785,24,18,12,443,374,22,"Yes",1
5446,448,"M",33.846996307373,757,733,703,29,33,11,696,595,NA,"No",1
5447,448,"E",33.846996307373,757,719,619,48,47,11,332,273,20,"Yes",1
5448,448,"M",33.846996307373,757,817,755,13,23,5,738,665,NA,"Yes",1
5449,448,"E",33.846996307373,757,749,676,31,29,12,425,370,21,"Yes",1
5450,448,"E",33.846996307373,757,781,733,30,26,11,302,264,21,"Yes",1
